Date,total_dollar_oi
11-07-2021,4740816856.25693
12-07-2021,4661577964.032609
13-07-2021,4633273469.953133
14-07-2021,4556899501.945062
15-07-2021,4643669646.889666
16-07-2021,4450953273.954553
17-07-2021,4634771754.859061
18-07-2021,4573494381.53514
19-07-2021,4800926549.355748
20-07-2021,4449628745.420864
21-07-2021,4694770368.768736
22-07-2021,4795921474.041224
23-07-2021,5050266432.041761
24-07-2021,5199788292.587906
25-07-2021,5411132982.032972
26-07-2021,4574167767.864993
27-07-2021,4868733821.117433
28-07-2021,4882848325.349964
29-07-2021,5202025172.168651
30-07-2021,5330579117.357317
31-07-2021,5454560045.020636
01-08-2021,4949747713.791336
02-08-2021,5265048007.574352
03-08-2021,5211047748.169273
04-08-2021,5542588588.421783
05-08-2021,5682006766.425288
06-08-2021,5992683183.125073
07-08-2021,6315941217.573759
08-08-2021,5849511247.590897
09-08-2021,6538207930.367447
10-08-2021,6629623060.012432
11-08-2021,6937007988.560325
12-08-2021,6503708275.466549
13-08-2021,7273879024.961007
14-08-2021,7546895515.705136
15-08-2021,7567446746.864532
16-08-2021,7500061151.933443
17-08-2021,7042568375.796723
18-08-2021,6839662506.756535
19-08-2021,7479443987.163353
20-08-2021,8083767711.980198
21-08-2021,8119514104.683054
22-08-2021,8190135773.176729
23-08-2021,8992987095.373346
24-08-2021,8363596903.490342
25-08-2021,8202194003.407523
26-08-2021,7643876471.5349865
27-08-2021,8111594547.413599
28-08-2021,8237157387.403716
29-08-2021,8139826165.642994
30-08-2021,8216768924.859336
31-08-2021,8639850812.260567
01-09-2021,9229795866.508995
02-09-2021,9731806482.705248
03-09-2021,10138478687.418701
04-09-2021,10189279213.63599
05-09-2021,11051472586.97705
06-09-2021,10989212105.498169
07-09-2021,6009954141.727944
08-09-2021,5920551890.602365
09-09-2021,6233801312.790064
10-09-2021,6219737431.523074
11-09-2021,6385493253.180383
12-09-2021,6781298303.730178
13-09-2021,6326689452.347561
14-09-2021,6866830393.401344
15-09-2021,7406163247.930458
16-09-2021,7331357320.517389
17-09-2021,7136382753.084137
18-09-2021,7297810229.851112
19-09-2021,7208887614.529295
20-09-2021,5875513194.036575
21-09-2021,5331519696.778926
22-09-2021,5765575322.271997
23-09-2021,6074628272.714419
24-09-2021,5618587245.437144
25-09-2021,5534084897.49324
26-09-2021,5630889419.922289
27-09-2021,5529220706.078157
28-09-2021,5459841223.611208
29-09-2021,5760799366.517178
30-09-2021,6005038819.986144
01-10-2021,6825776337.833441
02-10-2021,6921042442.230493
03-10-2021,7162887160.769697
04-10-2021,7125135455.449776
05-10-2021,7814039445.653947
06-10-2021,7916467098.295326
07-10-2021,8021661727.594592
08-10-2021,8032724645.406057
09-10-2021,8299798706.386632
10-10-2021,7972442343.469728
11-10-2021,8278270861.96052
12-10-2021,7833062825.551502
13-10-2021,8079277444.355773
14-10-2021,8546816685.017113
15-10-2021,9009533782.769512
16-10-2021,9123986501.324194
17-10-2021,8844175006.861681
18-10-2021,8805767893.553389
19-10-2021,9389158693.38896
20-10-2021,10162505097.61499
21-10-2021,9754878925.14347
22-10-2021,9877194778.659975
23-10-2021,10056958085.747292
24-10-2021,10076892472.015095
25-10-2021,10596970474.48227
26-10-2021,10695516666.938828
27-10-2021,8963477550.641218
28-10-2021,9351172775.82568
29-10-2021,9893945980.286043
30-10-2021,9753248328.358477
31-10-2021,9883241955.00939
01-11-2021,10002725363.125607
02-11-2021,10894649385.17104
03-11-2021,10923365140.348698
04-11-2021,10942249832.720951
05-11-2021,11005199211.203878
06-11-2021,11023217887.953382
07-11-2021,11423978244.265263
08-11-2021,12517098204.532135
09-11-2021,12550745445.864826
10-11-2021,11016823887.336262
11-11-2021,10989581697.749767
12-11-2021,10968391822.875378
13-11-2021,11033310122.731407
14-11-2021,11355685505.505764
15-11-2021,11558519635.027952
16-11-2021,9907965944.64989
17-11-2021,9977248264.966484
18-11-2021,9319808995.706448
19-11-2021,9707243879.729326
20-11-2021,9897882567.256916
21-11-2021,9677042869.07107
22-11-2021,9794693271.587011
23-11-2021,10222847290.371735
24-11-2021,10328768998.904655
25-11-2021,10979624500.58593
26-11-2021,9914403742.263979
27-11-2021,9885646304.520424
28-11-2021,10074462625.818172
29-11-2021,10254014136.560198
30-11-2021,10238178298.623674
01-12-2021,10359957668.465645
02-12-2021,10203093192.708673
03-12-2021,9552862090.94501
04-12-2021,6177566310.647693
05-12-2021,5910708562.842197
06-12-2021,6016696326.490299
07-12-2021,6158113562.67262
08-12-2021,6425801842.961365
09-12-2021,6205406295.60382
10-12-2021,5832834862.549986
11-12-2021,6235076643.33249
12-12-2021,6530413451.496503
13-12-2021,5982943620.360844
14-12-2021,6163109730.096266
15-12-2021,6419465996.861471
16-12-2021,6563966215.897542
17-12-2021,6512293915.971752
18-12-2021,6868907125.459068
19-12-2021,6915972748.191674
20-12-2021,7230589664.675678
21-12-2021,8073898293.747243
22-12-2021,8290657119.070518
23-12-2021,9071593466.805645
24-12-2021,9050197183.81198
25-12-2021,9380190703.311243
26-12-2021,9419506551.989775
27-12-2021,9528221411.001965
28-12-2021,8775125955.173313
29-12-2021,8467420662.583475
30-12-2021,8563514750.461298
31-12-2021,8603507416.812916
01-01-2022,8904840758.898083
02-01-2022,8926598675.795055
03-01-2022,9281898040.367384
04-01-2022,9268728339.4839
05-01-2022,8338622732.639809
06-01-2022,8392741770.115307
07-01-2022,7907429846.608109
08-01-2022,7687755628.687015
09-01-2022,7754315412.767382
10-01-2022,7713537440.429081
11-01-2022,8088540234.774293
12-01-2022,8489005580.031249
13-01-2022,8217637112.853109
14-01-2022,8308163964.120218
15-01-2022,8445544950.823986
16-01-2022,8482593868.170807
17-01-2022,8360148330.032738
18-01-2022,8253183299.320325
19-01-2022,7964661298.277914
20-01-2022,7722233963.247475
21-01-2022,6487401135.653818
22-01-2022,6006688744.856341
23-01-2022,6354672383.073415
24-01-2022,6251123167.379008
25-01-2022,6431948460.445526
26-01-2022,6259085042.11284
27-01-2022,6217270321.230118
28-01-2022,6529378666.014636
29-01-2022,6801760139.592629
30-01-2022,6848157140.719206
31-01-2022,7312868641.121923
01-02-2022,7280637125.690992
02-02-2022,6871095766.251141
03-02-2022,6998541503.579445
04-02-2022,8006304752.78722
05-02-2022,8009042776.793198
06-02-2022,8152769407.099233
07-02-2022,8307091295.593422
08-02-2022,7946621322.900759
09-02-2022,8194112530.184234
10-02-2022,7642546684.588217
11-02-2022,7301946367.448177
12-02-2022,7280258663.820973
13-02-2022,7155979146.969982
14-02-2022,7373972686.526049
15-02-2022,8066312818.881064
16-02-2022,7908734104.719656
17-02-2022,7194014860.972816
18-02-2022,7004718291.7711315
19-02-2022,7145701000.202634
20-02-2022,6729565040.338803
21-02-2022,6360245209.602877
22-02-2022,6676698454.737346
23-02-2022,6458174091.030694
24-02-2022,6136827239.377891
25-02-2022,6584916794.392304
26-02-2022,6588303576.191058
27-02-2022,6140974057.175938
28-02-2022,7081204600.289174
01-03-2022,7466631480.005003
