Date,normalized_altcoin_dollar_oi
21-06-2021,0.0028277120763348543
22-06-2021,0.0027269202679899556
23-06-2021,0.002780990902470785
24-06-2021,0.0029079873614803824
25-06-2021,0.0028240284857682122
26-06-2021,0.002933181930468482
27-06-2021,0.0029202364484560706
28-06-2021,0.002907311305007301
29-06-2021,0.003067703870117171
30-06-2021,0.002989796712100416
01-07-2021,0.002940762910532949
02-07-2021,0.003027509833528712
03-07-2021,0.00313539602321393
04-07-2021,0.003226661123891487
05-07-2021,0.003117133521082778
06-07-2021,0.003268198382885192
07-07-2021,0.0034626652773297483
08-07-2021,0.003214250370696683
09-07-2021,0.0033672297635537777
10-07-2021,0.003379340287261409
11-07-2021,0.0034524641314924442
12-07-2021,0.0035070221218031464
13-07-2021,0.0034765924658656184
14-07-2021,0.0035108253006207136
15-07-2021,0.003434597804529282
16-07-2021,0.003460053910567713
17-07-2021,0.003491130144171156
18-07-2021,0.0034503650921494395
19-07-2021,0.0035325173854046685
20-07-2021,0.0034108743909307
21-07-2021,0.0033968349486740404
22-07-2021,0.0035192098772598977
23-07-2021,0.003556106016170943
24-07-2021,0.0036116661422465725
25-07-2021,0.003630016245756917
26-07-2021,0.0034064620716050165
27-07-2021,0.0034676043875842633
28-07-2021,0.0035075719920964876
29-07-2021,0.003718541196524772
30-07-2021,0.0037530725726261345
31-07-2021,0.003853082916042917
01-08-2021,0.0035192921591409893
02-08-2021,0.0036585677286545292
03-08-2021,0.0036193364305042177
04-08-2021,0.0037878646157096896
05-08-2021,0.003780267987461071
06-08-2021,0.0040236708992716945
07-08-2021,0.004069657110511491
08-08-2021,0.0038720795314712603
09-08-2021,0.004002522293125568
10-08-2021,0.004255416164624333
11-08-2021,0.0044514149895778414
12-08-2021,0.004211910941421865
13-08-2021,0.004436020952674
14-08-2021,0.004715591492996988
15-08-2021,0.004924835597881206
16-08-2021,0.004886053191629967
17-08-2021,0.004601340805691149
18-08-2021,0.004394553679364697
19-08-2021,0.004793335722275055
20-08-2021,0.005003511638814587
21-08-2021,0.005114999479785763
22-08-2021,0.005289407986582947
23-08-2021,0.005603054066418613
24-08-2021,0.0050786406991441616
25-08-2021,0.005132980527454549
26-08-2021,0.004853064293288398
27-08-2021,0.004903023175828564
28-08-2021,0.005045988339410215
29-08-2021,0.005172021145227109
30-08-2021,0.00519586255314305
31-08-2021,0.005319369644281435
01-09-2021,0.005463811360971333
02-09-2021,0.005717746615624004
03-09-2021,0.0059612313756182995
04-09-2021,0.00615944433517932
05-09-2021,0.006386129678748513
06-09-2021,0.006267637847953351
07-09-2021,0.0034667151427325332
08-09-2021,0.003294644610954822
09-09-2021,0.0035511474128273567
10-09-2021,0.003546908902143508
11-09-2021,0.003681398934500826
12-09-2021,0.003972159539586233
13-09-2021,0.0038168564739679547
14-09-2021,0.00402447193633377
15-09-2021,0.004155342588511173
16-09-2021,0.004272889653056188
17-09-2021,0.00425148625787978
18-09-2021,0.004218152075254379
19-09-2021,0.004220784549886935
20-09-2021,0.0035391502759319167
21-09-2021,0.0033828733866033724
22-09-2021,0.0034333296416780967
23-09-2021,0.0035253440129469887
24-09-2021,0.0033871314166401957
25-09-2021,0.0034579001236740643
26-09-2021,0.0034523166439411365
27-09-2021,0.0035535343897408873
28-09-2021,0.003616045631603315
29-09-2021,0.0037112934689969646
30-09-2021,0.00380505883729605
01-10-2021,0.0039186928873607895
02-10-2021,0.004033636236402793
03-10-2021,0.004259453059310748
04-10-2021,0.004172631702815214
05-10-2021,0.0044418868106740825
06-10-2021,0.004406903315713912
07-10-2021,0.004547540688344378
08-10-2021,0.004597679934661442
09-10-2021,0.004719038163100058
10-10-2021,0.004555471012063639
11-10-2021,0.004560713756713517
12-10-2021,0.004506505266304095
13-10-2021,0.004673750293741586
14-10-2021,0.004832305834794223
15-10-2021,0.0048842987621157945
16-10-2021,0.0049834645562180785
17-10-2021,0.0047502851709997325
18-10-2021,0.004850477576317475
19-10-2021,0.004887743430373741
20-10-2021,0.005065127472688029
21-10-2021,0.005129917133497957
22-10-2021,0.005309306589327241
23-10-2021,0.005391527654654491
24-10-2021,0.005434564324971322
25-10-2021,0.005701666911853265
26-10-2021,0.005880446253135395
27-10-2021,0.0046869229266513195
28-10-2021,0.004729129064211081
29-10-2021,0.00493904474329458
30-10-2021,0.005040743790627013
31-10-2021,0.005037009802249844
01-11-2021,0.005180666269928078
02-11-2021,0.0055074820835939505
03-11-2021,0.005626469505146307
04-11-2021,0.005718630344753897
05-11-2021,0.005716209036291978
06-11-2021,0.005678021893566453
07-11-2021,0.005866090449063143
08-11-2021,0.006212715831649736
09-11-2021,0.00636973950294597
10-11-2021,0.005507819510546243
11-11-2021,0.005434937198877319
12-11-2021,0.005356655289795467
13-11-2021,0.005423987260097774
14-11-2021,0.005565287547062148
15-11-2021,0.005705529372969267
16-11-2021,0.0049535386584404865
17-11-2021,0.005077255487203808
18-11-2021,0.004912561104228319
19-11-2021,0.005018018818969218
20-11-2021,0.005120578893684994
21-11-2021,0.005134846112912186
22-11-2021,0.005279628809748931
23-11-2021,0.005520526664950824
24-11-2021,0.00583096792260619
25-11-2021,0.005850608773727402
26-11-2021,0.005502250608802375
27-11-2021,0.005531438838660098
28-11-2021,0.005440865042764799
29-11-2021,0.0054029173939207685
30-11-2021,0.0053926206623328005
01-12-2021,0.00543550610489988
02-12-2021,0.005446288498044837
03-12-2021,0.005258746720795464
04-12-2021,0.0034923495538921054
05-12-2021,0.00336327956536764
06-12-2021,0.0033990640094081715
07-12-2021,0.0034746407839320492
08-12-2021,0.003611513433751601
09-12-2021,0.0036283031454710404
10-12-2021,0.0035680709479733604
11-12-2021,0.003670562259254802
12-12-2021,0.0037055858920894877
13-12-2021,0.0036413089309948834
14-12-2021,0.0036327835006182705
15-12-2021,0.0035999723024649774
16-12-2021,0.0036669165871227164
17-12-2021,0.0036960459258375145
18-12-2021,0.00375585738863863
19-12-2021,0.0036670756962941297
20-12-2021,0.0036579984869193425
21-12-2021,0.0037907517444308405
22-12-2021,0.003926518673062015
23-12-2021,0.004056423954589399
24-12-2021,0.003985301168609686
25-12-2021,0.0040767752095967925
26-12-2021,0.004168169492378503
27-12-2021,0.004156159670521974
28-12-2021,0.0038312349493360427
29-12-2021,0.0038073604329063896
30-12-2021,0.0038982357167814323
31-12-2021,0.0038873486520593615
01-01-2022,0.004067210732179547
02-01-2022,0.004093959075874639
03-01-2022,0.004270870310158754
04-01-2022,0.004252296553017855
05-01-2022,0.003956044763258489
06-01-2022,0.003999509503398438
07-01-2022,0.004029613653065694
08-01-2022,0.003859278105580379
09-01-2022,0.0038586602407850593
10-01-2022,0.00394370023390926
11-01-2022,0.004055233316933523
12-01-2022,0.0041965458008247575
13-01-2022,0.004227088107079022
14-01-2022,0.004293715847859385
15-01-2022,0.004301729928736055
16-01-2022,0.004434036320112693
17-01-2022,0.004484604921522991
18-01-2022,0.004427645637628351
19-01-2022,0.004250819355440694
20-01-2022,0.004176142620317355
21-01-2022,0.003914720645196496
22-01-2022,0.003581399171383901
23-01-2022,0.003578804777951132
24-01-2022,0.003641733567544677
25-01-2022,0.003695447045707765
26-01-2022,0.0036002642618538517
27-01-2022,0.0036239953594379096
28-01-2022,0.0037131479233133073
29-01-2022,0.0038204753353598166
30-01-2022,0.0038651602572825875
31-01-2022,0.003981136735042751
01-02-2022,0.00411996431897862
02-02-2022,0.0039364920864763935
03-02-2022,0.004007857786464416
04-02-2022,0.0041313421707448
05-02-2022,0.004121291421975162
06-02-2022,0.004149475821173111
07-02-2022,0.004175105880762823
08-02-2022,0.004175887703828925
09-02-2022,0.004160201410797548
10-02-2022,0.004013294434351201
11-02-2022,0.0039026086092688317
12-02-2022,0.003882569866780492
13-02-2022,0.0038837173117409205
14-02-2022,0.003881872155733557
15-02-2022,0.004071805453906888
16-02-2022,0.004041795574438276
17-02-2022,0.0038796471720027835
18-02-2022,0.003904125304282971
19-02-2022,0.003975936963628281
20-02-2022,0.003916811588557758
21-02-2022,0.0037538122765868316
22-02-2022,0.003828766840657241
23-02-2022,0.0037448922212891026
24-02-2022,0.0036986839729360858
25-02-2022,0.0038372105125916516
26-02-2022,0.003826137928712433
27-02-2022,0.003696044219957276
28-02-2022,0.003788531234411826
01-03-2022,0.003938107132330618
02-03-2022,0.003968449282239028
03-03-2022,0.003995663790290953
04-03-2022,0.0038930232228111023
05-03-2022,0.004008479325094658
06-03-2022,0.003992092443210393
07-03-2022,0.003932046105497191
08-03-2022,0.004059209119111446
09-03-2022,0.004098447949550767
10-03-2022,0.00399473854189535
11-03-2022,0.004172459489914521
12-03-2022,0.004222520236621439
13-03-2022,0.004223960459331001
14-03-2022,0.004305191791647986
15-03-2022,0.004331793148662092
16-03-2022,0.004362753238183321
17-03-2022,0.004460006950846505
18-03-2022,0.00449856107365773
19-03-2022,0.004630299850704606
20-03-2022,0.004650835559083056
21-03-2022,0.0047235157493735035
22-03-2022,0.004942661300353951
23-03-2022,0.005072491612215164
24-03-2022,0.005150671714517604
25-03-2022,0.0049936512992067245
26-03-2022,0.005142478699302573
27-03-2022,0.005221107708936437
28-03-2022,0.005063199123790913
29-03-2022,0.005172748708555114
30-03-2022,0.005406727074690408
31-03-2022,0.005304517583801887
01-04-2022,0.005275394278539579
02-04-2022,0.005230768877033306
03-04-2022,0.0053138256341759725
04-04-2022,0.005202287171333397
05-04-2022,0.005185228076391396
06-04-2022,0.00464348712312709
07-04-2022,0.004772877271821393
08-04-2022,0.004758308916174134
09-04-2022,0.004852696382505614
10-04-2022,0.004861789571847932
11-04-2022,0.00468815864819877
12-04-2022,0.004733393937031492
13-04-2022,0.004871608532199626
14-04-2022,0.004913543183071876
15-04-2022,0.004985439059498848
16-04-2022,0.0050523261475613635
17-04-2022,0.005008237730931939
18-04-2022,0.0050242932982498545
19-04-2022,0.0053642139597259355
20-04-2022,0.005392348454939895
21-04-2022,0.005221063418079671
22-04-2022,0.005254364645312018
23-04-2022,0.005373140404837686
24-04-2022,0.005415008382376907
25-04-2022,0.005452016694116398
26-04-2022,0.005312999087047719
27-04-2022,0.005527153398918637
28-04-2022,0.005498400393695483
29-04-2022,0.005245847837034735
30-04-2022,0.0049021939735245474
01-05-2022,0.004850642296668426
02-05-2022,0.004847155531951917
03-05-2022,0.004854203667971579
04-05-2022,0.0050659334125825834
05-05-2022,0.004722555033141022
06-05-2022,0.004798760170446199
07-05-2022,0.004758310870624404
08-05-2022,0.004943712643679851
09-05-2022,0.004315811239625616
10-05-2022,0.004113316690429437
11-05-2022,0.003651135213226533
12-05-2022,0.003370439370712021
13-05-2022,0.003638741049717027
14-05-2022,0.0038542994475801668
15-05-2022,0.004062754516874421
16-05-2022,0.004009297745552442
17-05-2022,0.004281113674939185
18-05-2022,0.004352801290205517
19-05-2022,0.004486566142033923
20-05-2022,0.004431994967038036
21-05-2022,0.004664350096631674
22-05-2022,0.004810386448035082
23-05-2022,0.004722409802373213
24-05-2022,0.004806414863577595
25-05-2022,0.004949960402423809
26-05-2022,0.004817177794148955
27-05-2022,0.004825561267872727
28-05-2022,0.005002992929905316
29-05-2022,0.005149466419176729
30-05-2022,0.005117327837192462
31-05-2022,0.004990792838695735
01-06-2022,0.004864800945164583
02-06-2022,0.004940264255187745
03-06-2022,0.005072164204403398
04-06-2022,0.005109984061159087
05-06-2022,0.005147178442018728
06-06-2022,0.0053005884145166235
07-06-2022,0.0051545460177877265
08-06-2022,0.004994132278479016
09-06-2022,0.005101405263091998
10-06-2022,0.005065219383106945
11-06-2022,0.004985674318438556
12-06-2022,0.004833667764928913
13-06-2022,0.004918925733557825
14-06-2022,0.004801641329829459
15-06-2022,0.005001249304833552
16-06-2022,0.00477615362863516
17-06-2022,0.004867763290597287
18-06-2022,0.00485599018792635
19-06-2022,0.004998092894956029
20-06-2022,0.0049532564779043685
21-06-2022,0.004867242022160715
22-06-2022,0.004745890138272267
23-06-2022,0.005023383964854882
24-06-2022,0.005156819903954861
25-06-2022,0.00515296254597521
26-06-2022,0.0048694187903033145
27-06-2022,0.004931123454359816
28-06-2022,0.004914454081148824
29-06-2022,0.004905328655681085
30-06-2022,0.004878214964064
01-07-2022,0.0048675999593221254
02-07-2022,0.004997892032748904
03-07-2022,0.005036408307911923
04-07-2022,0.0053092864325004615
05-07-2022,0.005177568600923437
06-07-2022,0.005367801833063496
07-07-2022,0.00551369098450058
08-07-2022,0.005316288108947472
09-07-2022,0.005485042335478906
10-07-2022,0.005262076794123978
11-07-2022,0.00508575808959277
12-07-2022,0.005133031262095663
13-07-2022,0.005188588946048871
14-07-2022,0.005251757449021826
15-07-2022,0.0051726645171774836
16-07-2022,0.0054062150205449995
17-07-2022,0.005332380864112298
18-07-2022,0.005560767380056832
19-07-2022,0.005471890132747803
20-07-2022,0.005110521244215488
21-07-2022,0.005355370508228942
22-07-2022,0.005236981095160928
23-07-2022,0.0053314196002753255
24-07-2022,0.005359372575213653
25-07-2022,0.0050485160967898264
26-07-2022,0.005164022998081089
27-07-2022,0.005633073257696653
28-07-2022,0.005829466346194685
29-07-2022,0.0055733861080814575
30-07-2022,0.005819568036267409
31-07-2022,0.005691311241834682
01-08-2022,0.005667961658853229
02-08-2022,0.005471594528494024
03-08-2022,0.005637595798900839
04-08-2022,0.005695101500023072
05-08-2022,0.006028355914167596
06-08-2022,0.006170188129206302
07-08-2022,0.006244561535604762
08-08-2022,0.006146909495456847
09-08-2022,0.005991317590307283
10-08-2022,0.006158635086524975
11-08-2022,0.006383899465525974
12-08-2022,0.006418890880089667
13-08-2022,0.006390130026652425
14-08-2022,0.0062551999325518625
15-08-2022,0.006215787972601358
16-08-2022,0.006290802930714386
17-08-2022,0.0062216173497730495
18-08-2022,0.005986449008289353
19-08-2022,0.00553814752559916
20-08-2022,0.005493331996011402
21-08-2022,0.005637895652449521
22-08-2022,0.0058260051721231295
23-08-2022,0.005938373643975878
24-08-2022,0.0057924082326034345
25-08-2022,0.005787457272280296
26-08-2022,0.005469479329038035
27-08-2022,0.005528525936045181
28-08-2022,0.005538056326325038
29-08-2022,0.005702513246983233
30-08-2022,0.005474123127240604
31-08-2022,0.005449116151492427
01-09-2022,0.005584831118163445
02-09-2022,0.0056072459082190185
03-09-2022,0.005853769748384233
04-09-2022,0.00598026794577879
05-09-2022,0.006190582809357735
06-09-2022,0.005733159193544922
07-09-2022,0.005775236105218658
08-09-2022,0.005961858343643716
09-09-2022,0.0060568500238251674
10-09-2022,0.006039954800656834
11-09-2022,0.005939914621323676
12-09-2022,0.006008650488047995
13-09-2022,0.005511747274166542
14-09-2022,0.005689533440254597
15-09-2022,0.005668844748995712
16-09-2022,0.005930931005436366
17-09-2022,0.006131233547436649
18-09-2022,0.005723092660978
19-09-2022,0.005917443219684125
20-09-2022,0.005968130533776197
21-09-2022,0.005731372301596383
22-09-2022,0.006219828900664149
23-09-2022,0.006190239305749604
24-09-2022,0.0062036178142533495
25-09-2022,0.006104711856577616
26-09-2022,0.006305441433401424
27-09-2022,0.006129439952477136
28-09-2022,0.006191682602341741
29-09-2022,0.006249351991962103
30-09-2022,0.006199721447722503
01-10-2022,0.0063831585826574265
02-10-2022,0.006315326322880074
03-10-2022,0.006539993138072752
04-10-2022,0.006712763022379471
05-10-2022,0.006671514444100283
06-10-2022,0.0066643350330128194
07-10-2022,0.00686649829462509
08-10-2022,0.006949016680511096
09-10-2022,0.00710704918622369
10-10-2022,0.0067169675172620924
11-10-2022,0.006668440796327047
12-10-2022,0.0068238962523495565
13-10-2022,0.006492393606823292
14-10-2022,0.006416556699556142
15-10-2022,0.006552138781347584
16-10-2022,0.006554724186775335
17-10-2022,0.006686432086677276
18-10-2022,0.006627145198049639
19-10-2022,0.00668044955921055
20-10-2022,0.006765074399755647
21-10-2022,0.0069230440883628515
22-10-2022,0.007009851835503113
23-10-2022,0.0069813852794285884
24-10-2022,0.007054953174267083
25-10-2022,0.006933519587979035
26-10-2022,0.0070777346336941774
27-10-2022,0.006946453351031639
28-10-2022,0.0072793372825244295
29-10-2022,0.007234411595137301
30-10-2022,0.00715827945277031
31-10-2022,0.007235806128877843
01-11-2022,0.007441062402171785
02-11-2022,0.007080100168306909
03-11-2022,0.007570050891036758
04-11-2022,0.0078116938525689605
05-11-2022,0.007803582353090527
06-11-2022,0.007462434324178062
07-11-2022,0.007307801072194424
08-11-2022,0.00570105534070764
09-11-2022,0.005317493702607315
10-11-2022,0.005079444344057994
11-11-2022,0.005001010678996651
12-11-2022,0.0049896414918494825
13-11-2022,0.005192008081606872
14-11-2022,0.005349046824453056
15-11-2022,0.005214953888509698
16-11-2022,0.005428039185381902
17-11-2022,0.005695215008865431
18-11-2022,0.005942035550586455
19-11-2022,0.005954750159527032
20-11-2022,0.00562642265623762
21-11-2022,0.005568016124215199
22-11-2022,0.00611547107342528
23-11-2022,0.00633694026296103
24-11-2022,0.006524164707259186
25-11-2022,0.006615115780726218
26-11-2022,0.006729328666922282
27-11-2022,0.006741217160669422
28-11-2022,0.006572276753010099
29-11-2022,0.006781744354352002
30-11-2022,0.006854370011460844
01-12-2022,0.006875790778345393
02-12-2022,0.006971705461624611
03-12-2022,0.00693065661459143
04-12-2022,0.0070186861058340565
05-12-2022,0.007121093438239331
06-12-2022,0.00718837595347979
07-12-2022,0.006983227990969968
08-12-2022,0.006887839850819794
09-12-2022,0.006857082251350111
10-12-2022,0.006984605681386585
11-12-2022,0.006911545308717142
12-12-2022,0.00675471992893956
13-12-2022,0.006447862746569672
14-12-2022,0.006315593794799051
15-12-2022,0.006553249729267608
16-12-2022,0.00581828885177227
17-12-2022,0.0060603298356763004
18-12-2022,0.006131684662152166
19-12-2022,0.006136232183716155
20-12-2022,0.006255434903927164
21-12-2022,0.006365291981316289
22-12-2022,0.006433794693442329
23-12-2022,0.006502212507869464
24-12-2022,0.006623056850028142
25-12-2022,0.006686691387913288
26-12-2022,0.006950050716828665
27-12-2022,0.00689995204028606
28-12-2022,0.006740918537221897
29-12-2022,0.006796961402497354
30-12-2022,0.006930510837146309
31-12-2022,0.007032666633350673
01-01-2023,0.007244761154409685
02-01-2023,0.0072330599299559465
03-01-2023,0.007479692358536054
04-01-2023,0.007467035279753346
05-01-2023,0.007412502189750643
06-01-2023,0.007541495282093774
07-01-2023,0.0077463112065446395
08-01-2023,0.007737065720166439
09-01-2023,0.007269966665200678
10-01-2023,0.007376695397114407
11-01-2023,0.007451982793402409
12-01-2023,0.007428315728024897
13-01-2023,0.007620910057909302
14-01-2023,0.007080068891126502
15-01-2023,0.007137545103356334
16-01-2023,0.006938322291116964
17-01-2023,0.007014486804222002
18-01-2023,0.0065287878372475155
19-01-2023,0.0067775455423247175
20-01-2023,0.007326645681676067
21-01-2023,0.007218012194038521
22-01-2023,0.007458112569048728
23-01-2023,0.0076864989752599665
24-01-2023,0.007100056129981143
25-01-2023,0.007576235438261394
26-01-2023,0.007703242542350308
27-01-2023,0.007945411966985727
28-01-2023,0.00792632495319447
29-01-2023,0.008192569402564019
30-01-2023,0.007491307773772756
31-01-2023,0.007777738188946549
01-02-2023,0.00802590766597936
02-02-2023,0.00793935310060922
03-02-2023,0.008230561610795781
04-02-2023,0.00825382745247208
05-02-2023,0.007893444973728785
06-02-2023,0.0077931099130540225
07-02-2023,0.008286225942208713
08-02-2023,0.007988275313180549
09-02-2023,0.006918870102627328
10-02-2023,0.0070446509448035734
11-02-2023,0.007358891673461803
12-02-2023,0.007188852420597362
13-02-2023,0.0072410087815475525
14-02-2023,0.0073485240056930514
15-02-2023,0.007674958585988569
16-02-2023,0.007284368706431933
17-02-2023,0.007690008911677023
18-02-2023,0.007954041107472453
19-02-2023,0.007863506138293244
20-02-2023,0.00824388127259238
21-02-2023,0.008013635958337512
22-02-2023,0.007807778891020403
23-02-2023,0.007848892089333035
24-02-2023,0.00762414834618745
25-02-2023,0.0074959941114650696
26-02-2023,0.00761583058295473
27-02-2023,0.007637501027971776
28-02-2023,0.007573946320872756
01-03-2023,0.008159172797397229
02-03-2023,0.008217671203092405
03-03-2023,0.007464697641084609
04-03-2023,0.00728242565445632
05-03-2023,0.0072967650141955494
06-03-2023,0.007529088227664421
07-03-2023,0.007558603686509829
08-03-2023,0.007388208991065856
09-03-2023,0.007165353839086518
10-03-2023,0.006928574489779292
11-03-2023,0.006836654159561481
12-03-2023,0.006904043943428065
13-03-2023,0.006903131820433392
14-03-2023,0.007113234574548968
15-03-2023,0.006608625481870987
16-03-2023,0.006713601602633576
17-03-2023,0.006966854713250895
18-03-2023,0.006838974747257515
19-03-2023,0.007003791547758911
20-03-2023,0.0067204016230647525
21-03-2023,0.006912674251039244
22-03-2023,0.006486783149881858
23-03-2023,0.007098488729113659
24-03-2023,0.0071051336798521715
25-03-2023,0.007258231912038671
26-03-2023,0.00726560038347396
27-03-2023,0.007373501078424949
28-03-2023,0.007671926351524602
29-03-2023,0.007956302774454962
30-03-2023,0.007778046873802599
31-03-2023,0.00813661137617583
01-04-2023,0.008133000199874653
02-04-2023,0.00788986618975345
03-04-2023,0.008005335063851258
04-04-2023,0.008289671972070017
05-04-2023,0.008409607104064909
06-04-2023,0.008505516036671679
07-04-2023,0.00845456223509212
08-04-2023,0.00838611836225471
09-04-2023,0.008402644831714915
10-04-2023,0.008674421158470048
11-04-2023,0.008774162026930262
12-04-2023,0.008517299724970834
13-04-2023,0.009218497649691708
14-04-2023,0.009532772468166443
15-04-2023,0.009735691944401544
16-04-2023,0.010006849278003528
17-04-2023,0.009904027497801466
18-04-2023,0.010209002631086941
19-04-2023,0.00868682052405368
20-04-2023,0.008614918280554492
21-04-2023,0.008355531799374736
22-04-2023,0.008493932654461725
23-04-2023,0.008199620371989343
24-04-2023,0.008217837401425494
25-04-2023,0.008468910307407889
26-04-2023,0.007858818332276552
27-04-2023,0.008047204262868379
28-04-2023,0.008199419411450394
29-04-2023,0.008357218805628178
30-04-2023,0.008196101598763073
01-05-2023,0.00827813443024139
02-05-2023,0.008391227412901506
03-05-2023,0.008366319545539425
04-05-2023,0.008512919140397562
05-05-2023,0.008675449563676113
06-05-2023,0.008511637447080639
07-05-2023,0.008509035056788397
08-05-2023,0.007847656487962517
09-05-2023,0.007997605382869062
10-05-2023,0.007812233557022926
11-05-2023,0.007930241523480987
