Date,normalized_total_dollar_oi
17-06-2021,0.0029306410893386575
18-06-2021,0.0028777152177649084
19-06-2021,0.002902394085021157
20-06-2021,0.0029535288866657547
21-06-2021,0.0028048035790823865
22-06-2021,0.0027416298640386243
23-06-2021,0.0027476920415487566
24-06-2021,0.002901698077656815
25-06-2021,0.002818503503502563
26-06-2021,0.0029345098199325334
27-06-2021,0.002902004785451343
28-06-2021,0.002918110505769544
29-06-2021,0.003005812062484151
30-06-2021,0.0029480732422966427
01-07-2021,0.00293919749545769
02-07-2021,0.0029882764980047535
03-07-2021,0.0031286229934851142
04-07-2021,0.003153453232792226
05-07-2021,0.003101641035938148
06-07-2021,0.0031120058503775736
07-07-2021,0.0032265465040929166
08-07-2021,0.0032523139840154205
09-07-2021,0.003350167746190454
10-07-2021,0.0033323639690807983
11-07-2021,0.0034075526912191803
12-07-2021,0.003464226829987725
13-07-2021,0.003505804444000115
14-07-2021,0.003423772255172924
15-07-2021,0.0035721473167652706
16-07-2021,0.003511113140760603
17-07-2021,0.0036282597190395714
18-07-2021,0.0035613566014002676
19-07-2021,0.003860393428741288
20-07-2021,0.003709584330376783
21-07-2021,0.0035993601674031215
22-07-2021,0.0036399808395406737
23-07-2021,0.0036890495088898636
24-07-2021,0.003726925689947406
25-07-2021,0.0038117872445031127
26-07-2021,0.0031296596458689806
27-07-2021,0.0031875275823248063
28-07-2021,0.0031647259755448595
29-07-2021,0.0033378012611290394
30-07-2021,0.0032892673769810334
31-07-2021,0.0033647097647193577
01-08-2021,0.003111701600400802
02-08-2021,0.003319772627946421
03-08-2021,0.0033547214166146206
04-08-2021,0.003408148818229307
05-08-2021,0.0034052700323700716
06-08-2021,0.003484100011317883
07-08-2021,0.0034741049343851985
08-08-2021,0.0033202120272437362
09-08-2021,0.0035380751663275953
10-08-2021,0.0035801475034835254
11-08-2021,0.003681268630711139
12-08-2021,0.003527475998885958
13-08-2021,0.003651927111471867
14-08-2021,0.0038024633953393054
15-08-2021,0.0037743001028458204
16-08-2021,0.003841543527156904
17-08-2021,0.0037294243533269596
18-08-2021,0.003586533598931832
19-08-2021,0.003727613547804491
20-08-2021,0.0038613738572387626
21-08-2021,0.003918943501322721
22-08-2021,0.003915968737001724
23-08-2021,0.004212169429849657
24-08-2021,0.004104617255370638
25-08-2021,0.003926298264526484
26-08-2021,0.0038392836769957426
27-08-2021,0.003829994189764165
28-08-2021,0.003908024397234943
29-08-2021,0.0038796540326871813
30-08-2021,0.004005584831708355
31-08-2021,0.004114811776479753
01-09-2021,0.0041608634193780625
02-09-2021,0.004358068115532905
03-09-2021,0.004432987776333527
04-09-2021,0.004444020068516617
05-09-2021,0.004666683859189769
06-09-2021,0.0045816290311951465
07-09-2021,0.0028363200772080605
08-09-2021,0.0027791510495622945
09-09-2021,0.002899918749652535
10-09-2021,0.002996806395169463
11-09-2021,0.003036401368231476
12-09-2021,0.0031523916716975826
13-09-2021,0.0030435050820202736
14-09-2021,0.0031785849772336043
15-09-2021,0.0033333023576180257
16-09-2021,0.0033395664212187842
17-09-2021,0.0033280604084958408
18-09-2021,0.0033203344632948056
19-09-2021,0.003364808749002685
20-09-2021,0.003043881472602668
21-09-2021,0.0029232755644485364
22-09-2021,0.002887845994670974
23-09-2021,0.0029519132948508083
24-09-2021,0.002870288745095477
25-09-2021,0.002846916928678614
26-09-2021,0.002868951360966103
27-09-2021,0.002898135987904987
28-09-2021,0.0029608031874479284
29-09-2021,0.0030662459713811483
30-09-2021,0.0030567412756488973
01-10-2021,0.003172857693708047
02-10-2021,0.0032151906526176523
03-10-2021,0.003281112670099349
04-10-2021,0.0032525146963313417
05-10-2021,0.0034572406862347976
06-10-2021,0.0033877782682886406
07-10-2021,0.0034672833584241634
08-10-2021,0.003468895630234258
09-10-2021,0.003521732132086387
10-10-2021,0.003469614254752898
11-10-2021,0.0034955008460853766
12-10-2021,0.003362810261630786
13-10-2021,0.0033764286160072807
14-10-2021,0.0035374577466186032
15-10-2021,0.0035883617629455275
16-10-2021,0.003674106256586393
17-10-2021,0.003549347730140981
18-10-2021,0.0035448469771986266
19-10-2021,0.0036740373441648197
20-10-2021,0.0038240975717347553
21-10-2021,0.003824201624087054
22-10-2021,0.0039048301821032576
23-10-2021,0.00389749615124823
24-10-2021,0.003947810698128571
25-10-2021,0.004018077865845742
26-10-2021,0.004162978604089288
27-10-2021,0.0036540067575887253
28-10-2021,0.0036128767182971515
29-10-2021,0.0037200895344139924
30-10-2021,0.0037129080032473134
31-10-2021,0.0037669499896559747
01-11-2021,0.0037950640853643943
02-11-2021,0.003981537312160728
03-11-2021,0.0039770257208392645
04-11-2021,0.004051712377073175
05-11-2021,0.0040892824826767515
06-11-2021,0.004055164469333126
07-11-2021,0.004117267901034841
08-11-2021,0.004314443829127567
09-11-2021,0.0043565960980073955
10-11-2021,0.003942376464819763
11-11-2021,0.0038851910088436156
12-11-2021,0.003916100442408468
13-11-2021,0.003919608965140967
14-11-2021,0.004007561312033449
15-11-2021,0.004172856744177857
16-11-2021,0.0038204351829894067
17-11-2021,0.003816083750554313
18-11-2021,0.0037893521064685117
19-11-2021,0.003778569423224639
20-11-2021,0.0037547822868145243
21-11-2021,0.003738009608214423
22-11-2021,0.003926345793244684
23-11-2021,0.003980729354571337
24-11-2021,0.004080152686292655
25-11-2021,0.004166222550004829
26-11-2021,0.004124172616317273
27-11-2021,0.004051356556280212
28-11-2021,0.0039842148083068935
29-11-2021,0.003976850635841614
30-11-2021,0.003957406518675392
01-12-2021,0.0039945021172670524
02-12-2021,0.003975868561171506
03-12-2021,0.0039184881779239285
04-12-2021,0.002705886445249035
05-12-2021,0.0026054337017831866
06-12-2021,0.002581231352839575
07-12-2021,0.002644550903581736
08-12-2021,0.0027166291632002657
09-12-2021,0.002794455564485345
10-12-2021,0.002705254890820977
11-12-2021,0.0027680038976759017
12-12-2021,0.0028649426210447014
13-12-2021,0.0028390936961400306
14-12-2021,0.0028235886694841553
15-12-2021,0.0028629994306588556
16-12-2021,0.0029879022382666874
17-12-2021,0.00303145503923929
18-12-2021,0.00312763437556577
19-12-2021,0.003160302119641134
20-12-2021,0.003294639695113033
21-12-2021,0.0035491049640004823
22-12-2021,0.003652089105321757
23-12-2021,0.003808718514975465
24-12-2021,0.0038162077251795786
25-12-2021,0.003936605425916824
26-12-2021,0.003929255586448443
27-12-2021,0.003975334327593505
28-12-2021,0.0039005663440825735
29-12-2021,0.003865722800863341
30-12-2021,0.0038595165742279134
31-12-2021,0.003937380812247147
01-01-2022,0.0039573830306137035
02-01-2022,0.003973812338025272
03-01-2022,0.0041873666033904865
04-01-2022,0.00421237114666733
05-01-2022,0.004024211561949829
06-01-2022,0.004081572680519282
07-01-2022,0.004037411326345994
08-01-2022,0.003960612210089062
09-01-2022,0.003947709762646808
10-01-2022,0.003985464911723846
11-01-2022,0.004037285275386842
12-01-2022,0.0040800579320461935
13-01-2022,0.004070006916188034
14-01-2022,0.004039009609036162
15-01-2022,0.004087902485454116
16-01-2022,0.004090737426039276
17-01-2022,0.00416955956806858
18-01-2022,0.004137180557735665
19-01-2022,0.004075476743450488
20-01-2022,0.00406183120342881
21-01-2022,0.0038509612905254184
22-01-2022,0.0037542643373632226
23-01-2022,0.00379624141274494
24-01-2022,0.0037914238320706922
25-01-2022,0.003865281909463605
26-01-2022,0.0037840859881746354
27-01-2022,0.003765435729336757
28-01-2022,0.0038784191190640942
29-01-2022,0.00397987298112567
30-01-2022,0.004039985647032602
31-01-2022,0.004230454640910069
01-02-2022,0.00418817608061742
02-02-2022,0.004076983584846145
03-02-2022,0.004108306843288511
04-02-2022,0.004298037261425673
05-02-2022,0.004271198301181028
06-02-2022,0.004258843858403794
07-02-2022,0.0041847224214221455
08-02-2022,0.004015084341115657
09-02-2022,0.004075496590267856
10-02-2022,0.0039254145381341175
11-02-2022,0.003888841781311332
12-02-2022,0.003879185069994002
13-02-2022,0.0038591589954338214
14-02-2022,0.003929147540394822
15-02-2022,0.00406421194643004
16-02-2022,0.0040382260895918285
17-02-2022,0.003942688250009793
18-02-2022,0.003915713634154582
19-02-2022,0.003985701885781547
20-02-2022,0.0039273206956344986
21-02-2022,0.003854289877497498
22-02-2022,0.003929340513663683
23-02-2022,0.0038790486774110157
24-02-2022,0.0036443415865475754
25-02-2022,0.0037598634479323097
26-02-2022,0.0037550839017691587
27-02-2022,0.003654754673758438
28-02-2022,0.003770010495858785
01-03-2022,0.0039006408507418835
02-03-2022,0.003966192454690896
03-03-2022,0.004043419653436329
04-03-2022,0.003989168120038526
05-03-2022,0.004044794564775963
06-03-2022,0.003964092544826089
07-03-2022,0.0038507487528902052
08-03-2022,0.0039038118794601172
09-03-2022,0.003972362550910848
10-03-2022,0.003882015568740249
11-03-2022,0.0039627507790784755
12-03-2022,0.004019095709321283
13-03-2022,0.004131454368560916
14-03-2022,0.004112849106599762
15-03-2022,0.004172275934657029
16-03-2022,0.004165852788581795
17-03-2022,0.004229663434777625
18-03-2022,0.00430576275526036
19-03-2022,0.004368594625372167
20-03-2022,0.004303966803525056
21-03-2022,0.004302979412018594
22-03-2022,0.004463255100658905
23-03-2022,0.004424523771378131
24-03-2022,0.004706940804644777
25-03-2022,0.004591142561848974
26-03-2022,0.0046569747567995695
27-03-2022,0.004715753645065869
28-03-2022,0.0045242318823064944
29-03-2022,0.004534232525805293
30-03-2022,0.004620338473472609
31-03-2022,0.004522027565866732
01-04-2022,0.004495772412127899
02-04-2022,0.004442997494102881
03-04-2022,0.004526053872843503
04-04-2022,0.004479490548954052
05-04-2022,0.004545610318959348
06-04-2022,0.0043932222798120524
07-04-2022,0.00442279530272048
08-04-2022,0.004488982628288361
09-04-2022,0.004527789394278268
10-04-2022,0.004562645444405252
11-04-2022,0.004468695424119941
12-04-2022,0.004459094164082988
13-04-2022,0.004452745058352622
14-04-2022,0.00454470029454415
15-04-2022,0.00453943197336042
16-04-2022,0.004570102688184625
17-04-2022,0.004592961239714128
18-04-2022,0.004488619550375402
19-04-2022,0.00464636053944044
20-04-2022,0.0046287243458023875
21-04-2022,0.004606397163330245
22-04-2022,0.004750334649181064
23-04-2022,0.004824203436396699
24-04-2022,0.004837499402406114
25-04-2022,0.004740077225840368
26-04-2022,0.004818721258791183
27-04-2022,0.00477944115064556
28-04-2022,0.0046733378397795485
29-04-2022,0.004694359705907076
30-04-2022,0.004616579734885855
01-05-2022,0.004521322012784692
02-05-2022,0.004469379830197028
03-05-2022,0.004710858656392875
04-05-2022,0.004590625351263472
05-05-2022,0.004648767120702184
06-05-2022,0.004668909783669059
07-05-2022,0.004701395738975438
08-05-2022,0.00474578158275072
09-05-2022,0.004392496559901451
10-05-2022,0.004173424589073985
11-05-2022,0.003941314028419554
12-05-2022,0.003658617398092106
13-05-2022,0.0038454521590367465
14-05-2022,0.0037832415079253334
15-05-2022,0.003918447142997748
16-05-2022,0.003917812121608939
17-05-2022,0.004012802738519094
18-05-2022,0.0041785486142585015
19-05-2022,0.0044162907412436826
20-05-2022,0.0042598946467519464
21-05-2022,0.004275112352302246
22-05-2022,0.00445988906062861
23-05-2022,0.004386199730927388
24-05-2022,0.004463232716598893
25-05-2022,0.004435079304154089
26-05-2022,0.004475071095113872
27-05-2022,0.004546542537771247
28-05-2022,0.0046112378547415
29-05-2022,0.0047617561086839505
30-05-2022,0.0047757754192697295
31-05-2022,0.0047267162645010085
01-06-2022,0.004556276153577324
02-06-2022,0.0046520852664228675
03-06-2022,0.004707255085812313
04-06-2022,0.00468248720034569
05-06-2022,0.00471597474891819
06-06-2022,0.005052955051688453
07-06-2022,0.004734983904976819
08-06-2022,0.0045436696077344714
09-06-2022,0.004719300590031449
10-06-2022,0.004958005068651613
11-06-2022,0.005018168226287524
12-06-2022,0.004840005418419025
13-06-2022,0.00485420402478486
14-06-2022,0.004856895511311325
15-06-2022,0.004919780594756063
16-06-2022,0.005041573761050911
17-06-2022,0.00517717723836712
18-06-2022,0.005209612092348059
19-06-2022,0.005238765441218247
20-06-2022,0.005171797922677952
21-06-2022,0.005208209207139846
22-06-2022,0.0051445474156107
23-06-2022,0.005364385241752963
24-06-2022,0.005465576110710888
25-06-2022,0.005630428791726853
26-06-2022,0.00534901312205998
27-06-2022,0.005348604057460733
28-06-2022,0.00540734675538045
29-06-2022,0.005362145239557137
30-06-2022,0.005223611914075071
01-07-2022,0.005145397343426712
02-07-2022,0.005279049582876841
03-07-2022,0.005390628445630555
04-07-2022,0.005708823429850677
05-07-2022,0.005554706316720564
06-07-2022,0.00579763163582264
07-07-2022,0.006176911286213531
08-07-2022,0.005836043121570215
09-07-2022,0.005883290812243492
10-07-2022,0.005683165138160026
11-07-2022,0.005608335457596198
12-07-2022,0.005616148497287211
13-07-2022,0.0056333493046932664
14-07-2022,0.005867930548832373
15-07-2022,0.005958344532280573
16-07-2022,0.006076758615172098
17-07-2022,0.005910751958694698
18-07-2022,0.005992501377209826
19-07-2022,0.00601611365793744
20-07-2022,0.005696803573144227
21-07-2022,0.00586123797704739
22-07-2022,0.005910510352388051
23-07-2022,0.005944624463146645
24-07-2022,0.006179626328363253
25-07-2022,0.005687599016378529
26-07-2022,0.005814826041657253
27-07-2022,0.0062791946259515615
28-07-2022,0.006343366944508976
29-07-2022,0.006245750332477164
30-07-2022,0.006268722152042466
31-07-2022,0.006155737628604358
01-08-2022,0.006047057549888713
02-08-2022,0.005956295505481046
03-08-2022,0.006070056385419836
04-08-2022,0.006074685747277735
05-08-2022,0.0063222735161186485
06-08-2022,0.006497180835371314
07-08-2022,0.006453794793775958
08-08-2022,0.006671581214749237
09-08-2022,0.006401914601486339
10-08-2022,0.006560644398962141
11-08-2022,0.006828724207032564
12-08-2022,0.00684329944500284
13-08-2022,0.006962893667625685
14-08-2022,0.006669426225892334
15-08-2022,0.006505341964122181
16-08-2022,0.006483798107656596
17-08-2022,0.006598359024791903
18-08-2022,0.006573006474015392
19-08-2022,0.005936366131428289
20-08-2022,0.005973138995944348
21-08-2022,0.0059716667468086805
22-08-2022,0.006209828364318704
23-08-2022,0.006226882565556564
24-08-2022,0.006263369061751466
25-08-2022,0.00638610380520942
26-08-2022,0.006159836186017886
27-08-2022,0.006268262986115192
28-08-2022,0.006297421110629076
29-08-2022,0.006501973933752789
30-08-2022,0.006355381847107763
31-08-2022,0.006164734798018634
01-09-2022,0.006380699642688775
02-09-2022,0.006259635283553237
03-09-2022,0.006644338909021452
04-09-2022,0.006598458958671409
05-09-2022,0.006835516679040897
06-09-2022,0.0066742298890957045
07-09-2022,0.006532977584933862
08-09-2022,0.006593385373464254
09-09-2022,0.006935703268295335
10-09-2022,0.00702205561830882
11-09-2022,0.007026321188459166
12-09-2022,0.007081463594265311
13-09-2022,0.0062850206997359485
14-09-2022,0.0062582669805111915
15-09-2022,0.006306549029968304
16-09-2022,0.006512299185321924
17-09-2022,0.006667256326864645
18-09-2022,0.0064568241333385476
19-09-2022,0.006263058607871733
20-09-2022,0.0062931179803051174
21-09-2022,0.006224359558629064
22-09-2022,0.006545215969461125
23-09-2022,0.006404012625920235
24-09-2022,0.006531764670932143
25-09-2022,0.006529797744738876
26-09-2022,0.006819673686161389
27-09-2022,0.0067355459429542
28-09-2022,0.0068037362150802595
29-09-2022,0.00679604823613923
30-09-2022,0.006673623790211048
01-10-2022,0.006840923651458739
02-10-2022,0.006892198234023704
03-10-2022,0.007117137279704394
04-10-2022,0.008014833177556257
05-10-2022,0.007714248878528742
06-10-2022,0.007730728473259277
07-10-2022,0.007516172424554953
08-10-2022,0.007489486256674641
09-10-2022,0.007578579350410006
10-10-2022,0.007693108583789181
11-10-2022,0.007789322024418902
12-10-2022,0.007700820453572557
13-10-2022,0.00757863451489364
14-10-2022,0.007437033661631297
15-10-2022,0.007447004786284315
16-10-2022,0.007315080131378198
17-10-2022,0.007796024837880899
18-10-2022,0.0076432642128847214
19-10-2022,0.007744594006326884
20-10-2022,0.007872977700621408
21-10-2022,0.007740242852177821
22-10-2022,0.007964206224790585
23-10-2022,0.0082898832631627
24-10-2022,0.007872746878364268
25-10-2022,0.0083153755570732
26-10-2022,0.00840901052616918
27-10-2022,0.00798079754625001
28-10-2022,0.007911893603389295
29-10-2022,0.008092232817488833
30-10-2022,0.007882595517591523
31-10-2022,0.007620166126943542
01-11-2022,0.007702820325610264
02-11-2022,0.007312561481681759
03-11-2022,0.007447314490467931
04-11-2022,0.008013008517817024
05-11-2022,0.008104943883592694
06-11-2022,0.007656291681837569
07-11-2022,0.007347438402080737
08-11-2022,0.006288537348313192
09-11-2022,0.00663052837920998
10-11-2022,0.006243276225490396
11-11-2022,0.006010274081186885
12-11-2022,0.006009683577741931
13-11-2022,0.006136646885233483
14-11-2022,0.006074083603563173
15-11-2022,0.0060758014077828175
16-11-2022,0.006435944734683291
17-11-2022,0.006600670127349315
18-11-2022,0.006564736299043499
19-11-2022,0.006541820219016375
20-11-2022,0.006523548594164567
21-11-2022,0.006771909672986884
22-11-2022,0.007021094038698272
23-11-2022,0.006958293082839451
24-11-2022,0.007096330039202497
25-11-2022,0.007178452567413538
26-11-2022,0.0072684306009329555
27-11-2022,0.007269023572378313
28-11-2022,0.007103610877058216
29-11-2022,0.0074888580885511605
30-11-2022,0.007517186398895789
01-12-2022,0.007879353274592018
02-12-2022,0.008036782165906555
03-12-2022,0.007646471967861969
04-12-2022,0.007552083902988657
05-12-2022,0.00719312881843447
06-12-2022,0.006974766970626886
07-12-2022,0.006918419177225715
08-12-2022,0.007000549499580306
09-12-2022,0.006862615880576261
10-12-2022,0.006943592102376214
11-12-2022,0.006902581988597768
12-12-2022,0.006641738802703143
13-12-2022,0.006646344474210607
14-12-2022,0.006634468061464691
15-12-2022,0.0066468425074464035
16-12-2022,0.0060213674487613195
17-12-2022,0.006147440780857645
18-12-2022,0.0061346150128447
19-12-2022,0.006147979854531796
20-12-2022,0.006155455962832796
21-12-2022,0.006220370088593735
22-12-2022,0.006302413152937131
23-12-2022,0.006326475481422205
24-12-2022,0.0063893335866501266
25-12-2022,0.00636983090997788
26-12-2022,0.006471901953949628
27-12-2022,0.006678054160114875
28-12-2022,0.0066990960847445
29-12-2022,0.006710059827426569
30-12-2022,0.006785618628994982
31-12-2022,0.006749243185898696
01-01-2023,0.006960143397913436
02-01-2023,0.006865187944757755
03-01-2023,0.006940809595445809
04-01-2023,0.007028010396675364
05-01-2023,0.007054851102361894
06-01-2023,0.00722660737611964
07-01-2023,0.007289505874773884
08-01-2023,0.007262974808854004
09-01-2023,0.007218546582855141
10-01-2023,0.007513313723591479
11-01-2023,0.007307695720660192
12-01-2023,0.0072885350883048535
13-01-2023,0.0073419107758752765
14-01-2023,0.006402929473784934
15-01-2023,0.006482774242347973
16-01-2023,0.00655632519493438
17-01-2023,0.006720092755388571
18-01-2023,0.006512837601625454
19-01-2023,0.006704929355664812
20-01-2023,0.006760364608646254
21-01-2023,0.006628378938763298
22-01-2023,0.006635496385848021
23-01-2023,0.006618284398319311
24-01-2023,0.006279105131307709
25-01-2023,0.006271031613007695
26-01-2023,0.006375714902169635
27-01-2023,0.0065235032767494245
28-01-2023,0.006519153314807264
29-01-2023,0.00701535530442159
30-01-2023,0.006395417032438524
31-01-2023,0.006597428417586794
01-02-2023,0.006823969098117133
02-02-2023,0.00674666679783114
03-02-2023,0.0068947165130163555
04-02-2023,0.00708791170894652
05-02-2023,0.006885724666104544
06-02-2023,0.006879946095682979
07-02-2023,0.007123931815380737
08-02-2023,0.00705118590692088
09-02-2023,0.006437527822763923
10-02-2023,0.006528609518942112
11-02-2023,0.006619107760919157
12-02-2023,0.0064352233233130355
13-02-2023,0.006587510764295444
14-02-2023,0.0065992355313555014
15-02-2023,0.0067795582778528395
16-02-2023,0.0065510886979807965
17-02-2023,0.006740139932830358
18-02-2023,0.006948083369374914
19-02-2023,0.0068314440705524665
20-02-2023,0.0071036194178920814
21-02-2023,0.007003444895144868
22-02-2023,0.006766573137983011
23-02-2023,0.006741412149356024
24-02-2023,0.006751937235050199
25-02-2023,0.006795717722505929
26-02-2023,0.006753669879711495
27-02-2023,0.006600448954063196
28-02-2023,0.006664128094062578
01-03-2023,0.006963217591300744
02-03-2023,0.007140821548657701
03-03-2023,0.0065564804810957856
04-03-2023,0.006454189736226947
05-03-2023,0.0064073483454590375
06-03-2023,0.006582490971275808
07-03-2023,0.006638394806972709
08-03-2023,0.0067327987462839824
09-03-2023,0.006360220067343879
10-03-2023,0.006079777246732827
11-03-2023,0.005858871374579107
12-03-2023,0.005704853474642104
13-03-2023,0.006020838783911743
14-03-2023,0.005981072838507548
15-03-2023,0.0056963163395864925
16-03-2023,0.0060206956047515435
17-03-2023,0.006211515237838279
18-03-2023,0.00616663824340639
19-03-2023,0.006348900324085155
20-03-2023,0.0061762178778420156
21-03-2023,0.006313215631437339
22-03-2023,0.005914277698923134
23-03-2023,0.0062450925778989
24-03-2023,0.0059884343352830305
25-03-2023,0.005980657225801286
26-03-2023,0.006082322379414696
27-03-2023,0.006063208588000164
28-03-2023,0.006304085306148767
29-03-2023,0.006605358628136114
30-03-2023,0.0062985431320550424
31-03-2023,0.0068054551724007675
01-04-2023,0.006723257818277774
02-04-2023,0.006551622169816691
03-04-2023,0.006261559434411566
04-04-2023,0.006755444971314763
05-04-2023,0.006759982868710968
06-04-2023,0.006626957684326285
07-04-2023,0.00670025054227186
08-04-2023,0.006687208682233761
09-04-2023,0.006645377981466473
10-04-2023,0.007124213400289732
11-04-2023,0.006993136053502583
12-04-2023,0.007168787655598229
13-04-2023,0.007712160061950099
14-04-2023,0.007283430813443173
15-04-2023,0.00743783360557706
16-04-2023,0.007435276828767859
17-04-2023,0.007405732206700647
18-04-2023,0.007379112999675562
19-04-2023,0.006690406072771274
20-04-2023,0.006703758217958687
21-04-2023,0.006639825527420183
22-04-2023,0.006744257570042648
23-04-2023,0.006641906577192425
24-04-2023,0.006622916565798899
25-04-2023,0.006695124804396621
26-04-2023,0.006048612170526368
27-04-2023,0.006265068901295218
28-04-2023,0.006384183501184955
29-04-2023,0.006440146731493959
30-04-2023,0.006348851025945757
01-05-2023,0.006546379907292354
02-05-2023,0.006559376828465327
03-05-2023,0.006413991730150606
04-05-2023,0.0065867653014453995
05-05-2023,0.006947332880166105
06-05-2023,0.006545235445449115
