Date,Value
29-10-2018,34.0
30-10-2018,31.0
31-10-2018,32.0
01-11-2018,29.0
02-11-2018,36.0
03-11-2018,36.0
04-11-2018,41.0
05-11-2018,42.0
06-11-2018,42.0
07-11-2018,48.0
08-11-2018,51.0
09-11-2018,47.0
10-11-2018,52.0
11-11-2018,54.0
12-11-2018,52.0
13-11-2018,56.0
14-11-2018,49.0
15-11-2018,28.0
16-11-2018,23.0
17-11-2018,24.0
18-11-2018,26.0
19-11-2018,28.0
20-11-2018,21.0
21-11-2018,15.0
22-11-2018,14.0
23-11-2018,12.0
24-11-2018,15.0
25-11-2018,9.0
26-11-2018,17.0
27-11-2018,11.0
28-11-2018,14.0
29-11-2018,18.0
30-11-2018,19.0
01-12-2018,13.0
02-12-2018,15.0
03-12-2018,17.0
04-12-2018,12.0
05-12-2018,19.0
06-12-2018,13.0
07-12-2018,11.0
08-12-2018,11.0
09-12-2018,14.0
10-12-2018,19.0
11-12-2018,15.0
12-12-2018,14.0
13-12-2018,14.0
14-12-2018,10.0
15-12-2018,11.0
16-12-2018,13.0
17-12-2018,17.0
18-12-2018,23.0
19-12-2018,21.0
20-12-2018,27.0
21-12-2018,35.0
22-12-2018,28.0
23-12-2018,31.0
24-12-2018,25.0
25-12-2018,33.0
26-12-2018,26.0
27-12-2018,29.0
28-12-2018,21.0
29-12-2018,24.0
30-12-2018,23.0
31-12-2018,26.0
01-01-2019,24.0
02-01-2019,30.0
03-01-2019,33.0
04-01-2019,48.0
05-01-2019,36.0
06-01-2019,31.0
07-01-2019,39.0
08-01-2019,39.0
09-01-2019,42.0
10-01-2019,37.0
11-01-2019,19.0
12-01-2019,22.0
13-01-2019,21.0
14-01-2019,16.0
15-01-2019,27.0
16-01-2019,24.0
17-01-2019,28.0
18-01-2019,29.0
19-01-2019,31.0
20-01-2019,35.0
21-01-2019,30.0
22-01-2019,27.0
23-01-2019,33.0
24-01-2019,37.0
25-01-2019,35.0
26-01-2019,41.0
27-01-2019,39.0
28-01-2019,35.0
29-01-2019,21.0
30-01-2019,22.0
31-01-2019,17.0
01-02-2019,23.0
02-02-2019,22.0
03-02-2019,19.0
04-02-2019,27.0
05-02-2019,21.0
06-02-2019,14.0
07-02-2019,18.0
08-02-2019,37.0
09-02-2019,42.0
10-02-2019,40.0
11-02-2019,46.0
12-02-2019,38.0
13-02-2019,48.0
14-02-2019,48.0
15-02-2019,43.0
16-02-2019,43.0
17-02-2019,38.0
18-02-2019,63.0
19-02-2019,65.0
20-02-2019,59.0
21-02-2019,59.0
22-02-2019,61.0
23-02-2019,63.0
24-02-2019,69.0
25-02-2019,47.0
26-02-2019,40.0
27-02-2019,39.0
28-02-2019,39.0
01-03-2019,42.0
02-03-2019,41.0
03-03-2019,44.0
04-03-2019,36.0
05-03-2019,35.0
06-03-2019,42.0
07-03-2019,56.0
08-03-2019,54.0
09-03-2019,55.0
10-03-2019,55.0
11-03-2019,56.0
12-03-2019,56.0
13-03-2019,54.0
14-03-2019,55.0
15-03-2019,55.0
16-03-2019,54.0
17-03-2019,58.0
18-03-2019,56.0
19-03-2019,56.0
20-03-2019,55.0
21-03-2019,62.0
22-03-2019,56.0
23-03-2019,50.0
24-03-2019,44.0
25-03-2019,46.0
26-03-2019,43.0
27-03-2019,44.0
28-03-2019,49.0
29-03-2019,50.0
30-03-2019,57.0
31-03-2019,56.0
01-04-2019,62.0
02-04-2019,60.0
03-04-2019,71.0
04-04-2019,61.0
05-04-2019,59.0
06-04-2019,65.0
07-04-2019,69.0
08-04-2019,65.0
09-04-2019,64.0
10-04-2019,62.0
11-04-2019,65.0
12-04-2019,42.0
13-04-2019,62.0
14-04-2019,51.0
15-04-2019,60.0
16-04-2019,50.0
17-04-2019,61.0
18-04-2019,64.0
19-04-2019,61.0
20-04-2019,62.0
21-04-2019,62.0
22-04-2019,61.0
23-04-2019,68.0
24-04-2019,65.0
25-04-2019,58.0
26-04-2019,41.0
27-04-2019,42.0
28-04-2019,40.0
29-04-2019,42.0
30-04-2019,42.0
01-05-2019,51.0
02-05-2019,50.0
03-05-2019,63.0
04-05-2019,66.0
05-05-2019,67.0
06-05-2019,57.0
07-05-2019,69.0
08-05-2019,63.0
09-05-2019,69.0
10-05-2019,71.0
11-05-2019,76.0
12-05-2019,75.0
13-05-2019,78.0
14-05-2019,78.0
15-05-2019,77.0
16-05-2019,75.0
17-05-2019,65.0
18-05-2019,67.0
19-05-2019,70.0
20-05-2019,73.0
21-05-2019,68.0
22-05-2019,69.0
23-05-2019,65.0
24-05-2019,64.0
25-05-2019,69.0
26-05-2019,67.0
27-05-2019,70.0
28-05-2019,71.0
29-05-2019,71.0
30-05-2019,73.0
31-05-2019,61.0
01-06-2019,62.0
02-06-2019,63.0
03-06-2019,66.0
04-06-2019,42.0
05-06-2019,27.0
06-06-2019,34.0
07-06-2019,27.0
08-06-2019,62.0
09-06-2019,62.0
10-06-2019,46.0
11-06-2019,61.0
12-06-2019,60.0
13-06-2019,63.0
14-06-2019,67.0
15-06-2019,75.0
16-06-2019,80.0
17-06-2019,84.0
18-06-2019,83.0
19-06-2019,82.0
20-06-2019,81.0
21-06-2019,84.0
22-06-2019,83.0
23-06-2019,84.0
24-06-2019,80.0
25-06-2019,87.0
26-06-2019,95.0
27-06-2019,92.0
28-06-2019,62.0
29-06-2019,74.0
30-06-2019,78.0
01-07-2019,65.0
02-07-2019,63.0
03-07-2019,79.0
04-07-2019,76.0
05-07-2019,67.0
06-07-2019,72.0
07-07-2019,67.0
08-07-2019,74.0
09-07-2019,84.0
10-07-2019,83.0
11-07-2019,62.0
12-07-2019,33.0
13-07-2019,65.0
14-07-2019,61.0
15-07-2019,16.0
16-07-2019,34.0
17-07-2019,19.0
18-07-2019,40.0
19-07-2019,42.0
20-07-2019,34.0
21-07-2019,42.0
22-07-2019,42.0
23-07-2019,40.0
24-07-2019,20.0
25-07-2019,42.0
26-07-2019,24.0
27-07-2019,47.0
28-07-2019,16.0
29-07-2019,19.0
30-07-2019,22.0
31-07-2019,31.0
01-08-2019,57.0
02-08-2019,61.0
03-08-2019,61.0
04-08-2019,62.0
05-08-2019,64.0
06-08-2019,66.0
07-08-2019,45.0
08-08-2019,61.0
09-08-2019,60.0
10-08-2019,59.0
11-08-2019,45.0
12-08-2019,48.0
13-08-2019,45.0
14-08-2019,11.0
15-08-2019,13.0
16-08-2019,31.0
17-08-2019,20.0
18-08-2019,14.0
19-08-2019,30.0
20-08-2019,39.0
21-08-2019,11.0
22-08-2019,5.0
23-08-2019,33.0
24-08-2019,39.0
25-08-2019,33.0
26-08-2019,41.0
27-08-2019,30.0
28-08-2019,32.0
29-08-2019,20.0
30-08-2019,24.0
31-08-2019,20.0
01-09-2019,24.0
02-09-2019,28.0
03-09-2019,41.0
04-09-2019,43.0
05-09-2019,41.0
06-09-2019,43.0
07-09-2019,39.0
08-09-2019,43.0
09-09-2019,41.0
10-09-2019,41.0
11-09-2019,38.0
12-09-2019,39.0
13-09-2019,38.0
14-09-2019,39.0
15-09-2019,38.0
16-09-2019,38.0
17-09-2019,41.0
18-09-2019,38.0
19-09-2019,31.0
20-09-2019,41.0
21-09-2019,37.0
22-09-2019,37.0
23-09-2019,41.0
24-09-2019,39.0
25-09-2019,15.0
26-09-2019,12.0
27-09-2019,24.0
28-09-2019,32.0
29-09-2019,33.0
30-09-2019,27.0
01-10-2019,38.0
02-10-2019,39.0
03-10-2019,37.0
04-10-2019,30.0
05-10-2019,31.0
06-10-2019,32.0
07-10-2019,27.0
08-10-2019,39.0
09-10-2019,37.0
10-10-2019,41.0
11-10-2019,39.0
12-10-2019,38.0
13-10-2019,38.0
14-10-2019,37.0
15-10-2019,39.0
16-10-2019,40.0
17-10-2019,40.0
18-10-2019,40.0
19-10-2019,41.0
20-10-2019,37.0
21-10-2019,37.0
22-10-2019,39.0
23-10-2019,33.0
24-10-2019,20.0
25-10-2019,24.0
26-10-2019,53.0
27-10-2019,50.0
28-10-2019,52.0
29-10-2019,54.0
30-10-2019,53.0
31-10-2019,50.0
01-11-2019,49.0
02-11-2019,51.0
03-11-2019,56.0
04-11-2019,49.0
05-11-2019,54.0
06-11-2019,53.0
07-11-2019,54.0
08-11-2019,42.0
09-11-2019,38.0
10-11-2019,39.0
11-11-2019,40.0
12-11-2019,39.0
13-11-2019,38.0
14-11-2019,41.0
15-11-2019,38.0
16-11-2019,41.0
17-11-2019,38.0
18-11-2019,38.0
19-11-2019,32.0
20-11-2019,32.0
21-11-2019,30.0
22-11-2019,20.0
23-11-2019,23.0
24-11-2019,21.0
25-11-2019,17.0
26-11-2019,21.0
27-11-2019,20.0
28-11-2019,32.0
29-11-2019,31.0
30-11-2019,38.0
01-12-2019,25.0
02-12-2019,28.0
03-12-2019,28.0
04-12-2019,24.0
05-12-2019,21.0
06-12-2019,29.0
07-12-2019,32.0
08-12-2019,28.0
09-12-2019,32.0
10-12-2019,26.0
11-12-2019,20.0
12-12-2019,23.0
13-12-2019,22.0
14-12-2019,27.0
15-12-2019,21.0
16-12-2019,24.0
17-12-2019,23.0
18-12-2019,15.0
19-12-2019,21.0
20-12-2019,23.0
21-12-2019,23.0
22-12-2019,20.0
23-12-2019,33.0
24-12-2019,25.0
25-12-2019,22.0
26-12-2019,39.0
27-12-2019,38.0
28-12-2019,37.0
29-12-2019,37.0
30-12-2019,40.0
31-12-2019,38.0
01-01-2020,37.0
02-01-2020,39.0
03-01-2020,38.0
04-01-2020,38.0
05-01-2020,39.0
06-01-2020,41.0
07-01-2020,40.0
08-01-2020,51.0
09-01-2020,44.0
10-01-2020,41.0
11-01-2020,50.0
12-01-2020,45.0
13-01-2020,49.0
14-01-2020,56.0
15-01-2020,54.0
16-01-2020,55.0
17-01-2020,54.0
18-01-2020,51.0
19-01-2020,53.0
20-01-2020,48.0
21-01-2020,49.0
22-01-2020,52.0
23-01-2020,49.0
24-01-2020,40.0
25-01-2020,41.0
26-01-2020,42.0
27-01-2020,50.0
28-01-2020,54.0
29-01-2020,57.0
30-01-2020,57.0
31-01-2020,55.0
01-02-2020,57.0
02-02-2020,57.0
03-02-2020,59.0
04-02-2020,56.0
05-02-2020,53.0
06-02-2020,61.0
07-02-2020,56.0
08-02-2020,56.0
09-02-2020,56.0
10-02-2020,57.0
11-02-2020,52.0
12-02-2020,61.0
13-02-2020,65.0
14-02-2020,63.0
15-02-2020,64.0
16-02-2020,59.0
17-02-2020,49.0
18-02-2020,53.0
19-02-2020,50.0
20-02-2020,44.0
21-02-2020,44.0
22-02-2020,43.0
23-02-2020,46.0
24-02-2020,46.0
25-02-2020,44.0
26-02-2020,41.0
27-02-2020,39.0
28-02-2020,40.0
29-02-2020,38.0
01-03-2020,39.0
02-03-2020,38.0
03-03-2020,38.0
04-03-2020,40.0
05-03-2020,41.0
06-03-2020,39.0
07-03-2020,38.0
08-03-2020,33.0
09-03-2020,17.0
10-03-2020,16.0
11-03-2020,17.0
12-03-2020,14.0
13-03-2020,10.0
14-03-2020,8.0
15-03-2020,12.0
16-03-2020,9.0
17-03-2020,8.0
18-03-2020,11.0
19-03-2020,12.0
20-03-2020,9.0
21-03-2020,9.0
22-03-2020,11.0
23-03-2020,10.0
24-03-2020,12.0
25-03-2020,13.0
26-03-2020,14.0
27-03-2020,12.0
28-03-2020,8.0
29-03-2020,12.0
30-03-2020,10.0
31-03-2020,12.0
01-04-2020,12.0
02-04-2020,14.0
03-04-2020,14.0
04-04-2020,12.0
05-04-2020,12.0
06-04-2020,12.0
07-04-2020,20.0
08-04-2020,21.0
09-04-2020,22.0
10-04-2020,15.0
11-04-2020,15.0
12-04-2020,10.0
13-04-2020,11.0
14-04-2020,15.0
15-04-2020,18.0
16-04-2020,13.0
17-04-2020,15.0
18-04-2020,18.0
19-04-2020,16.0
20-04-2020,15.0
21-04-2020,17.0
22-04-2020,19.0
23-04-2020,19.0
24-04-2020,20.0
25-04-2020,24.0
26-04-2020,21.0
27-04-2020,28.0
28-04-2020,26.0
29-04-2020,26.0
30-04-2020,44.0
01-05-2020,40.0
02-05-2020,40.0
03-05-2020,45.0
04-05-2020,44.0
05-05-2020,40.0
06-05-2020,42.0
07-05-2020,49.0
08-05-2020,55.0
09-05-2020,56.0
10-05-2020,48.0
11-05-2020,40.0
12-05-2020,39.0
13-05-2020,41.0
14-05-2020,40.0
15-05-2020,44.0
16-05-2020,41.0
17-05-2020,40.0
18-05-2020,50.0
19-05-2020,50.0
20-05-2020,52.0
21-05-2020,49.0
22-05-2020,42.0
23-05-2020,40.0
24-05-2020,43.0
25-05-2020,41.0
26-05-2020,39.0
27-05-2020,39.0
28-05-2020,41.0
29-05-2020,48.0
30-05-2020,48.0
31-05-2020,51.0
01-06-2020,50.0
02-06-2020,56.0
03-06-2020,48.0
04-06-2020,54.0
05-06-2020,53.0
06-06-2020,54.0
07-06-2020,54.0
08-06-2020,53.0
09-06-2020,52.0
10-06-2020,54.0
11-06-2020,52.0
12-06-2020,38.0
13-06-2020,38.0
14-06-2020,40.0
15-06-2020,37.0
16-06-2020,39.0
17-06-2020,38.0
18-06-2020,40.0
19-06-2020,39.0
20-06-2020,38.0
21-06-2020,37.0
22-06-2020,38.0
23-06-2020,41.0
24-06-2020,50.0
25-06-2020,43.0
26-06-2020,40.0
27-06-2020,43.0
28-06-2020,40.0
29-06-2020,41.0
30-06-2020,44.0
01-07-2020,42.0
02-07-2020,42.0
03-07-2020,41.0
04-07-2020,40.0
05-07-2020,38.0
06-07-2020,40.0
07-07-2020,43.0
08-07-2020,44.0
09-07-2020,44.0
10-07-2020,41.0
11-07-2020,44.0
12-07-2020,41.0
13-07-2020,43.0
14-07-2020,43.0
15-07-2020,44.0
16-07-2020,43.0
17-07-2020,41.0
18-07-2020,44.0
19-07-2020,41.0
20-07-2020,44.0
21-07-2020,44.0
22-07-2020,50.0
23-07-2020,55.0
24-07-2020,53.0
25-07-2020,55.0
26-07-2020,55.0
27-07-2020,58.0
28-07-2020,76.0
29-07-2020,71.0
30-07-2020,76.0
31-07-2020,75.0
01-08-2020,75.0
02-08-2020,80.0
03-08-2020,75.0
04-08-2020,72.0
05-08-2020,75.0
06-08-2020,79.0
07-08-2020,77.0
08-08-2020,77.0
09-08-2020,79.0
10-08-2020,78.0
11-08-2020,84.0
12-08-2020,75.0
13-08-2020,75.0
14-08-2020,78.0
15-08-2020,79.0
16-08-2020,82.0
17-08-2020,83.0
18-08-2020,82.0
19-08-2020,80.0
20-08-2020,75.0
21-08-2020,81.0
22-08-2020,78.0
23-08-2020,76.0
24-08-2020,78.0
25-08-2020,75.0
26-08-2020,76.0
27-08-2020,75.0
28-08-2020,74.0
29-08-2020,79.0
30-08-2020,75.0
31-08-2020,75.0
01-09-2020,75.0
02-09-2020,83.0
03-09-2020,79.0
04-09-2020,40.0
05-09-2020,41.0
06-09-2020,41.0
07-09-2020,41.0
08-09-2020,41.0
09-09-2020,38.0
10-09-2020,38.0
11-09-2020,41.0
12-09-2020,41.0
13-09-2020,38.0
14-09-2020,39.0
15-09-2020,47.0
16-09-2020,43.0
17-09-2020,48.0
18-09-2020,49.0
19-09-2020,48.0
20-09-2020,52.0
21-09-2020,48.0
22-09-2020,39.0
23-09-2020,43.0
24-09-2020,39.0
25-09-2020,46.0
26-09-2020,45.0
27-09-2020,47.0
28-09-2020,43.0
29-09-2020,45.0
30-09-2020,49.0
01-10-2020,45.0
02-10-2020,41.0
03-10-2020,40.0
04-10-2020,42.0
05-10-2020,42.0
06-10-2020,47.0
07-10-2020,43.0
08-10-2020,46.0
09-10-2020,48.0
10-10-2020,53.0
11-10-2020,55.0
12-10-2020,52.0
13-10-2020,56.0
14-10-2020,53.0
15-10-2020,56.0
16-10-2020,52.0
17-10-2020,56.0
18-10-2020,55.0
19-10-2020,55.0
20-10-2020,56.0
21-10-2020,61.0
22-10-2020,73.0
23-10-2020,74.0
24-10-2020,73.0
25-10-2020,76.0
26-10-2020,75.0
27-10-2020,61.0
28-10-2020,70.0
29-10-2020,67.0
30-10-2020,74.0
31-10-2020,73.0
01-11-2020,72.0
02-11-2020,71.0
03-11-2020,71.0
04-11-2020,74.0
05-11-2020,72.0
06-11-2020,90.0
07-11-2020,88.0
08-11-2020,82.0
09-11-2020,90.0
10-11-2020,90.0
11-11-2020,86.0
12-11-2020,87.0
13-11-2020,89.0
14-11-2020,90.0
15-11-2020,86.0
16-11-2020,90.0
17-11-2020,86.0
18-11-2020,91.0
19-11-2020,94.0
20-11-2020,86.0
21-11-2020,91.0
22-11-2020,94.0
23-11-2020,90.0
24-11-2020,88.0
25-11-2020,94.0
26-11-2020,93.0
27-11-2020,86.0
28-11-2020,87.0
29-11-2020,89.0
30-11-2020,88.0
01-12-2020,95.0
02-12-2020,92.0
03-12-2020,92.0
04-12-2020,92.0
05-12-2020,93.0
06-12-2020,95.0
07-12-2020,94.0
08-12-2020,95.0
09-12-2020,86.0
10-12-2020,94.0
11-12-2020,89.0
12-12-2020,90.0
13-12-2020,91.0
14-12-2020,95.0
15-12-2020,91.0
16-12-2020,92.0
17-12-2020,92.0
18-12-2020,95.0
19-12-2020,93.0
20-12-2020,92.0
21-12-2020,92.0
22-12-2020,88.0
23-12-2020,93.0
24-12-2020,86.0
25-12-2020,94.0
26-12-2020,93.0
27-12-2020,91.0
28-12-2020,92.0
29-12-2020,91.0
30-12-2020,91.0
31-12-2020,95.0
01-01-2021,94.0
02-01-2021,94.0
03-01-2021,93.0
04-01-2021,94.0
05-01-2021,93.0
06-01-2021,95.0
07-01-2021,91.0
08-01-2021,93.0
09-01-2021,93.0
10-01-2021,94.0
11-01-2021,90.0
12-01-2021,84.0
13-01-2021,78.0
14-01-2021,83.0
15-01-2021,88.0
16-01-2021,84.0
17-01-2021,79.0
18-01-2021,79.0
19-01-2021,80.0
20-01-2021,78.0
21-01-2021,75.0
22-01-2021,40.0
23-01-2021,74.0
24-01-2021,70.0
25-01-2021,74.0
26-01-2021,71.0
27-01-2021,78.0
28-01-2021,55.0
29-01-2021,77.0
30-01-2021,76.0
31-01-2021,78.0
01-02-2021,77.0
02-02-2021,76.0
03-02-2021,78.0
04-02-2021,80.0
05-02-2021,81.0
06-02-2021,84.0
07-02-2021,86.0
08-02-2021,83.0
09-02-2021,95.0
10-02-2021,92.0
11-02-2021,93.0
12-02-2021,92.0
13-02-2021,92.0
14-02-2021,95.0
15-02-2021,93.0
16-02-2021,95.0
17-02-2021,95.0
18-02-2021,91.0
19-02-2021,93.0
20-02-2021,91.0
21-02-2021,91.0
22-02-2021,94.0
23-02-2021,94.0
24-02-2021,76.0
25-02-2021,79.0
26-02-2021,55.0
27-02-2021,56.0
28-02-2021,55.0
01-03-2021,38.0
02-03-2021,78.0
03-03-2021,78.0
04-03-2021,84.0
05-03-2021,77.0
06-03-2021,77.0
07-03-2021,76.0
08-03-2021,81.0
09-03-2021,81.0
10-03-2021,68.0
11-03-2021,73.0
12-03-2021,70.0
13-03-2021,74.0
14-03-2021,78.0
15-03-2021,76.0
16-03-2021,71.0
17-03-2021,71.0
18-03-2021,72.0
19-03-2021,71.0
20-03-2021,75.0
21-03-2021,73.0
22-03-2021,70.0
23-03-2021,66.0
24-03-2021,65.0
25-03-2021,60.0
26-03-2021,54.0
27-03-2021,65.0
28-03-2021,74.0
29-03-2021,72.0
30-03-2021,72.0
31-03-2021,76.0
01-04-2021,74.0
02-04-2021,74.0
03-04-2021,73.0
04-04-2021,74.0
05-04-2021,71.0
06-04-2021,75.0
07-04-2021,72.0
08-04-2021,73.0
09-04-2021,70.0
10-04-2021,70.0
11-04-2021,76.0
12-04-2021,74.0
13-04-2021,74.0
14-04-2021,75.0
15-04-2021,79.0
16-04-2021,78.0
17-04-2021,76.0
18-04-2021,79.0
19-04-2021,74.0
20-04-2021,73.0
21-04-2021,73.0
22-04-2021,65.0
23-04-2021,55.0
24-04-2021,37.0
25-04-2021,31.0
26-04-2021,27.0
27-04-2021,50.0
28-04-2021,59.0
29-04-2021,52.0
30-04-2021,51.0
01-05-2021,68.0
02-05-2021,66.0
03-05-2021,61.0
04-05-2021,68.0
05-05-2021,48.0
06-05-2021,65.0
07-05-2021,64.0
08-05-2021,67.0
09-05-2021,73.0
10-05-2021,72.0
11-05-2021,61.0
12-05-2021,68.0
13-05-2021,31.0
14-05-2021,26.0
15-05-2021,27.0
16-05-2021,20.0
17-05-2021,27.0
18-05-2021,21.0
19-05-2021,23.0
20-05-2021,11.0
21-05-2021,19.0
22-05-2021,12.0
23-05-2021,14.0
24-05-2021,10.0
25-05-2021,22.0
26-05-2021,22.0
27-05-2021,27.0
28-05-2021,21.0
29-05-2021,18.0
30-05-2021,10.0
31-05-2021,18.0
01-06-2021,20.0
02-06-2021,23.0
03-06-2021,24.0
04-06-2021,27.0
05-06-2021,24.0
06-06-2021,17.0
07-06-2021,15.0
08-06-2021,13.0
09-06-2021,14.0
10-06-2021,21.0
11-06-2021,21.0
12-06-2021,28.0
13-06-2021,23.0
14-06-2021,28.0
15-06-2021,38.0
16-06-2021,33.0
17-06-2021,26.0
18-06-2021,25.0
19-06-2021,23.0
20-06-2021,21.0
21-06-2021,23.0
22-06-2021,10.0
23-06-2021,14.0
24-06-2021,22.0
25-06-2021,27.0
26-06-2021,20.0
27-06-2021,22.0
28-06-2021,25.0
29-06-2021,25.0
30-06-2021,28.0
01-07-2021,28.0
02-07-2021,21.0
03-07-2021,24.0
04-07-2021,27.0
05-07-2021,29.0
06-07-2021,20.0
07-07-2021,28.0
08-07-2021,20.0
09-07-2021,20.0
10-07-2021,20.0
11-07-2021,20.0
12-07-2021,25.0
13-07-2021,20.0
14-07-2021,21.0
15-07-2021,20.0
16-07-2021,22.0
17-07-2021,15.0
18-07-2021,19.0
19-07-2021,24.0
20-07-2021,19.0
21-07-2021,10.0
22-07-2021,21.0
23-07-2021,23.0
24-07-2021,22.0
25-07-2021,27.0
26-07-2021,26.0
27-07-2021,32.0
28-07-2021,50.0
