Date,altcoin_dollar_oi
21-08-2021,3965466054.1860867
22-08-2021,4153294627.3383493
23-08-2021,4564419003.716566
24-08-2021,3904040593.6286526
25-08-2021,4051412665.117873
26-08-2021,3626980234.539253
27-08-2021,3976421639.2342844
28-08-2021,4091597195.0651884
29-08-2021,4149024655.745475
30-08-2021,4119464653.0591645
31-08-2021,4312226633.528935
01-09-2021,4669340246.637856
02-09-2021,4927501005.495756
03-09-2021,5298032274.531765
04-09-2021,5555725212.22871
05-09-2021,5971615479.541992
06-09-2021,5962131951.35495
07-09-2021,2891284742.2041397
08-09-2021,2809220074.309328
09-09-2021,3123531228.5418167
10-09-2021,3031445916.0824738
11-09-2021,3201128799.1979036
12-09-2021,3514625863.7911644
13-09-2021,3232081838.2118473
14-09-2021,3500030285.8819914
15-09-2021,3725202841.240944
16-09-2021,3746591284.2851067
17-09-2021,3657500371.054323
18-09-2021,3731448257.250933
19-09-2021,3637102782.8463044
20-09-2021,2727121276.7801805
21-09-2021,2478757336.9908714
22-09-2021,2795020222.3876123
23-09-2021,2966803108.1073813
24-09-2021,2730500890.7261834
25-09-2021,2750653336.6340647
26-09-2021,2724088514.196024
27-09-2021,2733884678.2228875
28-09-2021,2679101167.183506
29-09-2021,2824668376.600651
30-09-2021,2990949935.593316
01-10-2021,3348035576.3297176
02-10-2021,3478892373.7056246
03-10-2021,3744326873.351104
04-10-2021,3636827024.5587406
05-10-2021,3890536706.509753
06-10-2021,3882820522.7060647
07-10-2021,3989486449.538103
08-10-2021,4080142216.695444
09-10-2021,4285817792.368642
10-10-2021,3938164395.1645784
11-10-2021,3995102292.6887827
12-10-2021,3886958115.466073
13-10-2021,4142170253.599603
14-10-2021,4292030875.4347887
15-10-2021,4358521781.923828
16-10-2021,4408298327.411743
17-10-2021,4172319288.764829
18-10-2021,4232880510.0601387
19-10-2021,4332515099.776306
20-10-2021,4668972047.078947
21-10-2021,4614660478.64302
22-10-2021,4866452514.070503
23-10-2021,5025606764.07332
24-10-2021,5014741227.920755
25-10-2021,5413912754.679952
26-10-2021,5551560431.618289
27-10-2021,4157609684.719363
28-10-2021,4440314880.545818
29-10-2021,4757159500.740889
30-10-2021,4782559610.622436
31-10-2021,4833384173.77446
01-11-2021,5052467523.736576
02-11-2021,5508009305.529102
03-11-2021,5710805167.02834
04-11-2021,5747426514.67614
05-11-2021,5776026198.134941
06-11-2021,5806015562.971373
07-11-2021,6066337764.885852
08-11-2021,6570085384.085196
09-11-2021,6738710388.546955
10-11-2021,5623687567.439042
11-11-2021,5688457892.681168
12-11-2021,5558176932.227079
13-11-2021,5692770329.970656
14-11-2021,5841174380.20447
15-11-2021,5871020514.8926735
16-11-2021,4755743638.461622
17-11-2021,4911352044.884722
18-11-2021,4477154879.385571
19-11-2021,4835834056.107445
20-11-2021,5045738130.893179
21-11-2021,5000067994.256138
22-11-2021,4999246821.921022
23-11-2021,5336527694.497695
24-11-2021,5514377302.132854
25-11-2021,5765916444.152857
26-11-2021,4992499450.111207
27-11-2021,5087460813.48201
28-11-2021,5094799968.879362
29-11-2021,5180347524.941746
30-11-2021,5181133116.91418
01-12-2021,5266551724.829856
02-12-2021,5242811568.965412
03-12-2021,4852501129.969007
04-12-2021,3020310560.6485686
05-12-2021,2817620479.8985233
06-12-2021,2922735944.282138
07-12-2021,2989208359.21838
08-12-2021,3192724918.455065
09-12-2021,3016376984.6726723
10-12-2021,2854278633.3834524
11-12-2021,3062470236.9840155
12-12-2021,3118286260.5651674
13-12-2021,2822443064.064354
14-12-2021,2942241303.4519143
15-12-2021,3025750251.6990576
16-12-2021,3027845352.5983486
17-12-2021,3007650018.545352
18-12-2021,3151345707.9432077
